filename,classname,id,x0,y0,x1,y1,conf,kpts
1676690668.0.jpg,0,0,199.95375,264.76367,266.10526,500.50757,0.9131591,"""245.58,288.05,0.95,245.76,282.82,0.41,241.72,283.28,0.95,242.69,284.89,0.02,227.56,283.83,0.91,231.57,307.99,0.89,216.71,306.16,0.98,227.29,346.05,0.40,209.87,343.10,0.95,237.76,377.99,0.39,217.51,380.05,0.90,236.92,380.90,0.92,220.45,382.40,0.96,256.84,421.44,0.86,216.61,433.91,0.94,236.89,465.28,0.81,214.28,483.35,0.90"""
1676690668.033338.jpg,0,0,202.9451,264.00662,274.7828,501.7873,0.91068923,"""249.95,287.97,0.96,250.44,282.92,0.49,246.26,283.13,0.96,247.44,285.10,0.02,232.15,283.63,0.91,236.89,308.97,0.91,220.69,306.63,0.98,233.89,346.81,0.45,215.63,343.50,0.95,241.91,377.15,0.43,222.98,378.76,0.90,241.06,381.57,0.93,223.41,383.23,0.97,262.28,420.46,0.88,219.04,436.82,0.95,248.22,467.28,0.84,215.03,484.78,0.91"""
1676690668.0666761.jpg,0,0,202.91544,263.85995,288.9989,500.38058,0.9188622,"""253.82,286.44,0.96,253.78,282.16,0.61,249.82,282.14,0.98,247.49,284.05,0.05,236.26,284.28,0.87,242.69,307.62,0.90,224.40,307.37,0.97,239.32,345.68,0.50,222.22,345.29,0.93,243.59,378.13,0.43,231.63,379.40,0.87,245.07,380.68,0.94,227.23,382.93,0.97,268.93,421.36,0.91,223.15,436.48,0.96,261.13,470.24,0.89,216.11,485.61,0.94"""
1676690668.1000142.jpg,0,0,206.09935,264.75815,302.41873,500.7885,0.92641485,"""257.89,287.19,0.97,257.88,283.16,0.59,253.68,283.08,0.97,250.89,285.05,0.05,239.56,284.52,0.87,246.60,308.18,0.92,229.49,308.15,0.97,244.99,346.63,0.56,226.35,344.92,0.93,252.92,378.43,0.50,238.93,377.61,0.88,249.02,382.13,0.95,231.44,384.74,0.97,272.60,422.80,0.92,224.88,438.39,0.96,273.80,472.22,0.90,217.50,486.61,0.94"""
1676690668.1333523.jpg,0,0,205.76085,265.28082,313.33572,501.3751,0.93084437,"""261.98,287.55,0.97,262.26,283.51,0.65,257.44,283.45,0.98,256.80,285.80,0.05,243.32,285.54,0.89,251.11,309.07,0.92,233.47,308.98,0.97,249.27,347.48,0.56,231.21,346.22,0.94,258.24,378.90,0.50,246.74,378.75,0.89,251.20,384.35,0.95,233.89,386.92,0.97,276.48,423.52,0.92,226.84,439.39,0.96,282.07,473.49,0.91,217.97,487.65,0.94"""
1676690668.1666903.jpg,0,0,205.54147,264.88083,320.69324,501.8073,0.9331073,"""266.53,287.95,0.97,266.71,283.77,0.63,261.93,283.85,0.98,261.33,285.90,0.06,248.19,286.19,0.88,255.54,309.60,0.92,238.38,309.66,0.97,255.00,347.81,0.58,237.96,346.86,0.94,264.54,377.99,0.53,254.55,379.24,0.90,256.26,383.83,0.95,239.10,386.32,0.97,281.41,423.82,0.92,231.39,438.62,0.96,292.28,473.91,0.90,219.49,487.24,0.94"""
1676690668.2000284.jpg,0,0,205.34335,265.0277,325.13535,501.46118,0.935803,"""270.91,287.59,0.97,270.90,283.52,0.65,266.19,283.48,0.98,266.01,286.17,0.06,252.64,286.22,0.89,261.22,310.25,0.92,242.32,310.72,0.98,261.02,347.94,0.56,243.84,348.83,0.94,267.12,377.43,0.51,259.50,380.46,0.90,263.71,384.32,0.94,245.32,386.72,0.97,287.44,424.35,0.92,234.88,438.64,0.96,298.32,473.60,0.90,220.33,486.70,0.94"""
1676690668.2333665.jpg,0,0,205.42026,264.64407,324.88293,501.36008,0.9334214,"""275.68,287.98,0.97,275.63,283.88,0.63,271.30,283.71,0.98,269.82,286.27,0.05,257.82,285.90,0.89,262.50,310.43,0.91,248.66,310.53,0.98,261.03,348.81,0.53,247.67,347.88,0.94,269.73,377.83,0.49,262.58,378.25,0.90,268.02,384.23,0.94,252.10,386.42,0.97,291.98,424.66,0.91,240.56,437.99,0.96,301.46,473.54,0.89,221.02,485.34,0.94"""
1676690668.2667046.jpg,0,0,205.89226,263.75183,325.76782,498.73703,0.9338092,"""280.38,286.62,0.98,280.06,282.33,0.65,275.70,282.58,0.98,274.59,284.79,0.05,261.95,284.90,0.90,268.24,309.25,0.91,253.41,309.33,0.98,267.83,347.91,0.54,252.87,346.92,0.95,278.96,376.56,0.50,269.69,377.08,0.91,274.74,383.35,0.94,258.16,384.91,0.97,296.61,427.39,0.91,246.68,434.87,0.96,301.91,475.67,0.89,224.43,480.70,0.93"""
1676690668.3000426.jpg,0,0,209.04936,262.39932,325.7995,498.7862,0.93341994,"""285.67,285.01,0.98,285.44,280.92,0.67,280.95,281.18,0.98,280.76,283.97,0.05,267.60,284.03,0.90,273.79,308.27,0.92,258.41,308.02,0.98,273.51,346.08,0.56,257.61,345.49,0.95,284.07,373.69,0.52,273.05,375.21,0.91,281.72,381.79,0.94,265.18,382.89,0.97,301.45,428.59,0.91,254.38,432.29,0.96,303.09,476.93,0.88,228.45,477.16,0.93"""
